date_str,degrees_from_mean,id,lon,lat,max_temp,min_temp,station_name,type,serialid,year,month,day,year_month,state
1988-08-16,21.13,USC00213290,-92.5644,43.7047,37.8,23.3,GRAND MEADOW,Strong Hot,2729512,1988,8,16,1988.08,Minnesota
1969-06-17,19.43,USC00456295,-121.8514,47.3058,31.7,16.1,PALMER 3 ESE,Strong Hot,377808,1969,6,17,1969.06,Washington
2012-03-29,29.92,USC00232503,-92.5808,38.3486,27.2,17.2,ELDON,Strong Hot,1530191,2012,3,29,2012.03,Missouri
1978-06-29,11.62,USC00407359,-86.5258,36.5875,35.0,23.3,PORTLAND SEWAGE PLT,Strong Hot,1082846,1978,6,29,1978.06,Tennessee
2005-01-23,23.59,USW00024018,-104.8061,41.1519,16.1,2.8,CHEYENNE,Strong Hot,2601489,2005,1,23,2005.01,Wyoming
1966-12-09,35.57,USW00014755,-71.2994,44.2667,6.7,5.0,MT WASHINGTON,Strong Hot,1598678,1966,12,9,1966.12,New Hampshire
2010-06-24,13.49,USC00312719,-76.205,36.3097,37.2,24.4,ELIZABETH CITY,Strong Hot,2770607,2010,6,24,2010.06,North Carolina
2007-08-07,12.73,USC00313356,-81.1433,35.2656,39.4,24.4,GASTONIA,Strong Hot,1448982,2007,8,7,2007.08,North Carolina
2007-08-30,16.1,USC00049785,-118.5744,34.1819,42.8,23.3,WOODLAND HLS PIERCE CL,Strong Hot,1458641,2007,8,30,2007.08,California
2012-03-19,32.07,USC00231275,-91.5158,40.1433,26.7,15.6,CANTON L&D 20,Strong Hot,1508742,2012,3,19,2012.03,Missouri
2002-06-30,16.8,USC00137386,-95.6603,43.1792,35.0,22.2,SANBORN,Strong Hot,339071,2002,6,30,2002.06,Iowa
1986-02-26,23.44,USC00044838,-121.5011,41.7019,18.9,7.8,LAVA BEDS NM,Strong Hot,3048366,1986,2,26,1986.02,California
1965-04-17,17.38,USW00026442,-146.3517,61.1303,17.2,6.7,VALDEZ WSO,Strong Hot,1197436,1965,4,17,1965.04,Alaska
1979-10-08,23.75,USW00013966,-98.4928,33.9786,37.8,22.2,WICHITA FALLS MUNI AP,Strong Hot,1696193,1979,10,8,1979.1,Texas
2008-01-08,28.53,USC00305426,-74.155,41.7681,13.3,7.2,MOHONK LAKE,Strong Hot,467332,2008,1,8,2008.01,New York
1966-06-29,24.79,USC00396054,-103.4275,44.7158,39.4,21.7,NEWELL,Strong Hot,1630027,1966,6,29,1966.06,South Dakota
1994-06-29,20.87,USC00020586,-113.1739,34.5972,43.3,26.7,BAGDAD,Strong Hot,704600,1994,6,29,1994.06,Arizona
2012-07-31,13.15,USC00035036,-92.3939,36.3458,40.0,25.6,MTN HOME 1 NNW,Strong Hot,1564290,2012,7,31,2012.07,Arkansas
1979-10-20,23.07,USW00013967,-97.6006,35.3889,33.9,22.2,OKLAHOMA CITY WILL ROGERS AP,Strong Hot,1728337,1979,10,20,1979.1,Oklahoma
1985-11-27,27.22,USC00446955,-80.7842,37.0556,26.1,15.0,PULASKI 2 E,Strong Hot,2356646,1985,11,27,1985.11,Virginia
1995-07-14,19.63,USC00474937,-91.0986,43.2117,36.7,30.0,LYNXVILLE DAM 9,Strong Hot,2227213,1995,7,14,1995.07,Wisconsin
1999-04-11,18.67,USC00092283,-83.5286,34.5181,29.4,18.3,CORNELIA,Strong Hot,2915835,1999,4,11,1999.04,Georgia
1981-01-15,23.17,USW00025308,-131.5786,55.0389,15.6,11.1,ANNETTE ISLAND AP,Strong Hot,296503,1981,1,15,1981.01,Alaska
1980-07-16,11.76,USC00405681,-88.8636,36.3444,38.3,26.1,MARTIN U OF T BRANCH E,Strong Hot,2496042,1980,7,16,1980.07,Tennessee
2012-04-23,27.35,USC00245872,-107.8225,47.0219,31.1,11.1,MOSBY 4 ENE,Strong Hot,1570551,2012,4,23,2012.04,Montana
2012-03-14,31.39,USC00137979,-95.1933,42.6469,23.9,8.3,STORM LAKE,Strong Hot,1511668,2012,3,14,2012.03,Iowa
2010-05-25,26.21,USC00477708,-88.6183,44.7631,33.9,18.9,SHAWANO 2SSW,Strong Hot,2797968,2010,5,25,2010.05,Wisconsin
2002-04-15,23.69,USC00114198,-87.685,40.4664,28.9,17.2,HOOPESTON,Strong Hot,367545,2002,4,15,2002.04,Illinois
1996-05-26,14.76,USC00010655,-86.8819,34.6892,34.4,20.6,BELLE MINA 2 N,Strong Hot,2303147,1996,5,26,1996.05,Alabama
1964-11-03,26.83,USC00230204,-94.0281,38.1869,26.1,15.6,APPLETON CITY,Strong Hot,120429,1964,11,3,1964.11,Missouri
2012-07-21,15.96,USC00258755,-100.6931,42.5711,40.6,22.2,VALENTINE NWR,Strong Hot,1545257,2012,7,21,2012.07,Nebraska
2005-07-08,8.73,USC00417215,-98.5686,29.0283,41.1,25.0,POTEET,Strong Hot,2598458,2005,7,8,2005.07,Texas
1983-09-02,25.54,USC00396712,-100.2875,45.9042,37.8,19.4,POLLOCK,Strong Hot,2871547,1983,9,2,1983.09,South Dakota
1968-06-26,21.09,USC00354003,-121.5175,45.6847,36.1,18.3,HOOD RIVER EXP STN,Strong Hot,2675129,1968,6,26,1968.06,Oregon
1984-12-28,31.6,USC00479335,-89.8056,44.3881,12.2,6.1,WISCONSIN RAPIDS,Strong Hot,764455,1984,12,28,1984.12,Wisconsin
1984-09-05,23.01,USC00049152,-118.4428,34.0697,39.4,25.6,U C L A,Strong Hot,760029,1984,9,5,1984.09,California
1964-12-24,24.68,USC00356294,-116.9717,44.0439,15.0,6.1,ONTARIO KSRV,Strong Hot,126571,1964,12,24,1964.12,Oregon
1985-04-10,23.35,USC00456898,-121.7425,46.7858,17.2,6.7,RAINIER PARADISE RS,Strong Hot,2420916,1985,4,10,1985.04,Washington
1988-12-02,28.59,USC00329246,-103.2597,47.6,13.3,1.1,WATFORD CITY 14S,Strong Hot,2733832,1988,12,2,1988.12,North Dakota
1994-06-26,17.13,USC00046006,-118.0711,34.2308,32.8,22.2,MT WILSON CBS,Strong Hot,706374,1994,6,26,1994.06,California
1966-03-31,24.55,USW00024235,-123.3642,42.6003,23.3,8.9,SEXTON SUMMIT,Strong Hot,1601611,1966,3,31,1966.03,Oregon
1985-04-21,31.17,USC00471897,-88.1919,45.3575,30.0,11.1,CRIVITZ HIGH FALLS,Strong Hot,2400876,1985,4,21,1985.04,Wisconsin
1989-04-23,27.96,USW00013985,-99.9683,37.7608,36.1,16.7,DODGE CITY,Strong Hot,2064440,1989,4,23,1989.04,Kansas
1998-12-05,28.51,USW00013964,-94.3625,35.3331,26.1,12.8,FT SMITH RGNL AP,Strong Hot,1311189,1998,12,5,1998.12,Arkansas
1966-07-12,14.51,USC00116011,-89.3586,38.3431,39.4,26.1,NASHVILLE 1 E,Strong Hot,1636180,1966,7,12,1966.07,Illinois
1973-12-04,29.6,USW00004751,-78.6403,41.8031,15.0,7.8,BRADFORD RGNL AP,Strong Hot,142812,1973,12,4,1973.12,Pennsylvania
1981-04-28,17.72,USW00093139,-111.3447,34.2325,29.4,11.1,PAYSON,Strong Hot,252832,1981,4,28,1981.04,Arizona
2012-07-08,12.32,USC00313969,-78.4119,36.3481,38.3,24.4,HENDERSON 2 NNW,Strong Hot,1576766,2012,7,8,2012.07,North Carolina
1998-12-02,32.02,USC00133718,-96.485,43.0031,18.9,1.7,HAWARDEN,Strong Hot,1305240,1998,12,2,1998.12,Iowa
1994-04-23,28.49,USW00014929,-98.4131,45.4558,30.6,12.2,ABERDEEN,Strong Hot,695591,1994,4,23,1994.04,South Dakota
2011-10-02,26.53,USC00486195,-106.2772,43.4131,30.0,13.9,MIDWEST,Strong Hot,1827677,2011,10,2,2011.1,Wyoming
1991-09-15,19.61,USW00094847,-83.3308,42.2314,33.9,21.1,DETROIT METRO AP,Strong Hot,2510613,1991,9,15,1991.09,Michigan
1964-05-22,26.47,USC00217460,-93.3211,46.7953,32.2,19.4,SANDY LAKE DAM LIBBY,Strong Hot,105184,1964,5,22,1964.05,Minnesota
2009-07-30,20.87,USC00451484,-122.3292,48.9672,34.4,21.1,CLEARBROOK,Strong Hot,1956257,2009,7,30,2009.07,Washington
1989-04-09,18.13,USC00046506,-122.1997,39.7458,32.8,15.6,ORLAND,Strong Hot,2031349,1989,4,9,1989.04,California
2011-08-10,12.43,USC00417074,-102.8281,33.1869,38.9,23.3,PLAINS,Strong Hot,1863958,2011,8,10,2011.08,Texas
1983-09-02,26.9,USW00024024,-101.6011,44.0511,38.9,22.2,PHILIP AP,Strong Hot,2871463,1983,9,2,1983.09,South Dakota
1976-04-19,26.49,USC00201492,-84.4725,45.6528,28.3,7.2,CHEBOYGAN,Strong Hot,591125,1976,4,19,1976.04,Michigan
1983-08-19,19.91,USC00472165,-91.5511,44.1331,35.6,25.6,DODGE,Strong Hot,2875811,1983,8,19,1983.08,Wisconsin
1988-11-03,21.2,USC00422173,-109.3045,40.4378,18.9,6.1,DINOSAUR QUARRY AREA,Strong Hot,2708433,1988,11,3,1988.11,Utah
2007-12-04,22.65,USC00418692,-102.0753,36.3372,22.8,2.8,STRATFORD,Strong Hot,1474012,2007,12,4,2007.12,Texas
1999-12-13,27.02,USC00321871,-103.2936,48.9075,7.2,-1.7,CROSBY,Strong Hot,2894328,1999,12,13,1999.12,North Dakota
1968-10-03,24.4,USC00300331,-76.6592,42.7339,27.2,17.8,AURORA RSCH FARM,Strong Hot,2679349,1968,10,3,1968.1,New York
1986-03-29,35.29,USC00216787,-96.2658,47.8881,21.7,5.0,RED LAKE FALLS,Strong Hot,3028043,1986,3,29,1986.03,Minnesota
1980-12-26,24.72,USC00107301,-116.855,46.9603,11.7,10.0,POTLATCH 3 NNE,Strong Hot,2440044,1980,12,26,1980.12,Idaho
1969-10-05,24.01,USC00475516,-89.7322,45.8864,23.9,12.8,MINOCQUA,Strong Hot,406355,1969,10,5,1969.1,Wisconsin
2005-10-02,29.27,USW00014941,-97.4353,41.9856,33.3,17.2,NORFOLK KARL STEFAN AP,Strong Hot,2562791,2005,10,2,2005.1,Nebraska
1977-04-12,28.0,USW00014845,-84.0797,43.5331,28.9,14.4,SAGINAW MBS INTL AP,Strong Hot,44442,1977,4,12,1977.04,Michigan
1964-01-01,30.26,USC00244512,-110.7669,48.5617,12.2,1.1,JOPLIN,Strong Hot,94573,1964,1,1,1964.01,Montana
1965-04-27,21.66,USC00451233,-121.7561,47.4144,23.9,11.1,CEDAR LAKE,Strong Hot,1192482,1965,4,27,1965.04,Washington
2011-04-23,16.46,USC00411500,-94.3397,32.1614,31.7,21.7,CARTHAGE,Strong Hot,1865969,2011,4,23,2011.04,Texas
1988-06-25,21.28,USC00470175,-92.3631,45.3011,35.6,22.2,AMERY,Strong Hot,2717074,1988,6,25,1988.06,Wisconsin
1966-07-14,14.34,USC00140010,-97.2128,38.9267,42.2,26.7,ABILENE,Strong Hot,1637004,1966,7,14,1966.07,Kansas
1964-03-17,20.35,USC00046175,-117.8803,33.6025,30.0,18.3,NEWPORT BEACH HARBOR,Strong Hot,116420,1964,3,17,1964.03,California
2012-09-10,27.61,USC00240088,-104.2647,45.2089,38.3,19.4,ALBION 1 N,Strong Hot,1557894,2012,9,10,2012.09,Montana
1982-12-02,34.31,USC00473332,-90.4372,46.4858,15.6,3.3,SAXON 1WSW,Strong Hot,1236624,1982,12,2,1982.12,Wisconsin
1997-03-20,27.73,USC00057515,-102.5167,40.8592,27.2,8.3,SEDGWICK 5 S,Strong Hot,1886056,1997,3,20,1997.03,Colorado
1985-09-08,19.53,USC00338769,-80.8106,41.2019,32.8,20.6,WARREN 3 S,Strong Hot,2377031,1985,9,8,1985.09,Ohio
1980-02-13,38.65,USW00026616,-162.6333,66.8667,2.8,-2.8,KOTZEBUE RALPH WEIN AP,Strong Hot,2426387,1980,2,13,1980.02,Alaska
1998-06-29,12.94,USC00418201,-102.6597,32.7131,41.1,22.8,SEMINOLE,Strong Hot,1336747,1998,6,29,1998.06,Texas
2003-03-31,22.32,USW00024133,-113.7661,42.5417,23.3,7.8,BURLEY MUNI AP,Strong Hot,525960,2003,3,31,2003.03,Idaho
1973-12-05,28.34,USW00014757,-73.8842,41.6267,17.2,9.4,POUGHKEEPSIE DUTCHESS CO AP,Strong Hot,142525,1973,12,5,1973.12,New York
1964-12-23,35.97,USC00253015,-103.4617,42.6656,18.3,11.1,FT ROBINSON,Strong Hot,125232,1964,12,23,1964.12,Nebraska
1998-06-04,11.8,USC00387666,-80.87,34.1419,38.3,23.3,SANDHILL RSCH ELGIN,Strong Hot,1316875,1998,6,4,1998.06,South Carolina
1998-06-27,13.28,USW00013989,-96.1897,38.3306,35.6,23.9,EMPORIA MUNI AP,Strong Hot,1335660,1998,6,27,1998.06,Kansas
2012-03-23,33.09,USW00014820,-81.86,41.4131,27.2,12.2,CLEVELAND,Strong Hot,1535290,2012,3,23,2012.03,Ohio
2005-01-19,23.32,USC00455525,-121.9944,47.8453,19.4,12.2,MONROE,Strong Hot,2592538,2005,1,19,2005.01,Washington
1980-07-17,14.32,USC00468384,-81.3583,38.8008,36.7,23.3,SPENCER,Strong Hot,2496559,1980,7,17,1980.07,West Virginia
1982-12-03,35.68,USC00205097,-85.8353,44.855,18.3,12.2,MAPLE CITY 1E,Strong Hot,1248291,1982,12,3,1982.12,Michigan
1998-12-01,25.52,USC00312719,-76.205,36.3097,24.4,16.1,ELIZABETH CITY,Strong Hot,1308069,1998,12,1,1998.12,North Carolina
2013-09-09,19.8,USC00258480,-96.2328,41.7767,35.6,21.1,TEKAMAH,Strong Hot,966027,2013,9,9,2013.09,Nebraska
1988-06-21,13.05,USC00155640,-83.9333,38.0583,34.4,22.8,MT STERLING,Strong Hot,2720276,1988,6,21,1988.06,Kentucky
1982-12-02,33.03,USC00338794,-83.4239,39.5353,23.9,10.6,WASHINGTON COURT HOUSE WWTP,Strong Hot,1237181,1982,12,2,1982.12,Ohio
2007-10-08,26.8,USC00300055,-78.1664,43.2722,28.9,20.0,ALBION 2 NE,Strong Hot,1468788,2007,10,8,2007.1,New York
2002-01-27,21.4,USC00205065,-86.2939,44.2114,9.4,2.8,MANISTEE 3SE,Strong Hot,353922,2002,1,27,2002.01,Michigan
1989-02-15,25.52,USC00094230,-83.7261,34.6997,24.4,12.8,HELEN,Strong Hot,2088918,1989,2,15,1989.02,Georgia
2003-08-08,14.39,USC00412617,-101.9725,35.8731,39.4,24.4,DUMAS,Strong Hot,495228,2003,8,8,2003.08,Texas
2003-07-21,13.83,USC00102707,-112.2006,44.2436,36.7,18.3,DUBOIS EXP STN,Strong Hot,493415,2003,7,21,2003.07,Idaho
1983-08-23,11.23,USC00381588,-79.8833,34.7319,38.9,23.9,CHERAW,Strong Hot,2861378,1983,8,23,1983.08,South Carolina
1966-03-21,28.21,USC00231087,-93.1067,37.6667,27.2,16.7,BUFFALO 2N,Strong Hot,1616516,1966,3,21,1966.03,Missouri
2007-03-12,21.15,USC00040212,-122.4406,38.5731,26.7,13.9,ANGWIN PAC UNION COL,Strong Hot,1460135,2007,3,12,2007.03,California
2002-02-01,30.46,USC00460939,-80.8831,37.6411,25.6,7.8,BLUESTONE LAKE,Strong Hot,360488,2002,2,1,2002.02,West Virginia
2005-06-23,17.4,USW00014946,-97.1494,44.9047,34.4,20.6,WATERTOWN RGNL AP,Strong Hot,2585664,2005,6,23,2005.06,South Dakota
1998-03-25,23.31,USW00023054,-105.1419,35.6542,23.9,8.9,LAS VEGAS MUNI AP,Strong Hot,1359724,1998,3,25,1998.03,New Mexico
1996-02-27,27.13,USC00015635,-87.2989,34.4883,24.4,16.7,MOULTON 2,Strong Hot,2326684,1996,2,27,1996.02,Alabama
2007-05-15,20.58,USC00300085,-77.7583,42.2497,30.0,15.6,ALFRED,Strong Hot,1455569,2007,5,15,2007.05,New York
2011-08-03,18.05,USC00235541,-91.8861,39.1756,40.6,25.6,MEXICO,Strong Hot,1842974,2011,8,3,2011.08,Missouri
1988-06-28,22.58,USC00395381,-101.2767,45.8383,37.2,22.8,MC INTOSH 6 SE,Strong Hot,2713699,1988,6,28,1988.06,South Dakota
2013-08-24,16.35,USC00395691,-100.4489,45.5656,37.8,22.2,MOBRIDGE 2NNW,Strong Hot,976225,2013,8,24,2013.08,South Dakota
2002-04-18,28.1,USW00014751,-76.8514,40.2172,31.1,19.4,HARRISBURG CPTL CY AP,Strong Hot,359642,2002,4,18,2002.04,Pennsylvania
2001-08-01,16.54,USC00477132,-91.7719,45.4164,35.0,20.6,RICE LAKE,Strong Hot,1684604,2001,8,1,2001.08,Wisconsin
1975-11-06,33.92,USW00014918,-93.3981,48.5614,18.3,8.3,INTL FALLS INTL AP,Strong Hot,904009,1975,11,6,1975.11,Minnesota
1981-10-05,20.52,USC00415658,-100.825,34.0044,35.0,20.0,MATADOR,Strong Hot,272940,1981,10,5,1981.1,Texas
1982-12-26,27.79,USC00304174,-76.4492,42.4492,16.1,7.8,ITHACA CORNELL UNIV,Strong Hot,1267479,1982,12,26,1982.12,New York
2005-10-06,22.9,USC00368184,-80.06,41.0558,28.3,15.0,SLIPPERY ROCK 1 SSW,Strong Hot,2611928,2005,10,6,2005.1,Pennsylvania
1970-06-02,22.78,USC00457507,-122.2355,48.4958,35.0,18.3,SEDRO WOOLLEY,Strong Hot,2946831,1970,6,2,1970.06,Washington
2002-04-29,15.78,USC00013761,-85.3397,31.3625,32.2,21.1,HEADLAND,Strong Hot,368485,2002,4,29,2002.04,Alabama
2000-01-19,17.4,USC00429717,-112.9814,37.2092,20.6,7.2,ZION NP,Strong Hot,1152778,2000,1,19,2000.01,Utah
2007-04-30,29.98,USC00391392,-96.5917,43.3056,33.9,13.9,CANTON,Strong Hot,1447225,2007,4,30,2007.04,South Dakota
1998-12-01,32.38,USC00483950,-105.7878,42.8267,17.2,10.0,GLENROCK 5 ESE,Strong Hot,1307564,1998,12,1,1998.12,Wyoming
1974-06-26,16.11,USW00003103,-111.6664,35.1442,33.9,13.3,FLAGSTAFF PULLIAM AP,Strong Hot,189858,1974,6,26,1974.06,Arizona
1996-05-20,26.88,USC00300331,-76.6592,42.7339,32.8,21.7,AURORA RSCH FARM,Strong Hot,2342733,1996,5,20,1996.05,New York
1983-07-24,9.77,USC00404858,-82.5275,36.5194,35.6,23.3,KINGSPORT,Strong Hot,2883703,1983,7,24,1983.07,North Carolina
1993-01-05,29.46,USC00305512,-75.7264,42.8417,13.3,2.2,MORRISVILLE 6 SW,Strong Hot,3184136,1993,1,5,1993.01,New York
2005-10-01,19.27,USC00044374,-120.2947,41.2683,28.9,8.9,JESS VALLEY,Strong Hot,2611147,2005,10,1,2005.1,California
1996-05-19,22.13,USC00335315,-80.8561,40.7692,32.2,19.4,MILLPORT 4 NE,Strong Hot,2283478,1996,5,19,1996.05,Ohio
1996-02-26,29.66,USC00115943,-88.8533,38.3483,22.2,8.9,MT VERNON 3 NE,Strong Hot,2327562,1996,2,26,1996.02,Illinois
2002-10-05,15.96,USW00013782,-79.9319,32.78,32.2,24.4,CHARLESTON CITY,Strong Hot,344171,2002,10,5,2002.1,South Carolina
2008-09-01,21.58,USC00475286,-90.6417,46.3689,30.0,18.3,MELLEN 4 NE,Strong Hot,470217,2008,9,1,2008.09,Wisconsin
1991-10-03,23.89,USC00144178,-97.9597,38.6078,33.9,16.7,KANOPOLIS LAKE,Strong Hot,2534225,1991,10,3,1991.1,Kansas
1999-01-24,27.48,USC00315890,-80.6508,36.4992,20.6,11.7,MT AIRY 2 W,Strong Hot,2921446,1999,1,24,1999.01,North Carolina
1990-01-20,18.48,USW00012842,-82.5403,27.9619,29.4,20.6,TAMPA INTL AP,Strong Hot,3116897,1990,1,20,1990.01,Florida
1988-08-17,18.27,USC00137386,-95.6603,43.1792,36.7,23.9,SANBORN,Strong Hot,2728372,1988,8,17,1988.08,Iowa
1974-06-17,18.45,USC00107040,-114.0667,43.3086,35.0,12.8,PICABO,Strong Hot,201414,1974,6,17,1974.06,Idaho
1998-12-06,35.06,USC00300085,-77.7583,42.2497,20.0,10.0,ALFRED,Strong Hot,1308722,1998,12,6,1998.12,New York
1991-05-28,20.97,USC00474937,-91.0986,43.2117,32.8,20.0,LYNXVILLE DAM 9,Strong Hot,2559340,1991,5,28,1991.05,Wisconsin
1980-05-22,32.18,USW00024013,-101.2733,48.2553,37.2,20.0,MINOT INTL AP,Strong Hot,2467711,1980,5,22,1980.05,North Dakota
2011-10-02,29.4,USC00486660,-104.1886,43.8497,31.1,16.1,NEWCASTLE,Strong Hot,1827772,2011,10,2,2011.1,Wyoming
1985-04-19,28.61,USC00471078,-89.3861,42.6181,29.4,15.6,BRODHEAD,Strong Hot,2423668,1985,4,19,1985.04,Wisconsin
2012-09-02,17.81,USC00448829,-77.04,37.7433,35.6,24.4,WALKERTON 2 NW,Strong Hot,1537201,2012,9,2,2012.09,Virginia
2005-10-11,12.41,USC00413943,-97.6728,26.2028,35.6,25.0,HARLINGEN,Strong Hot,2565074,2005,10,11,2005.1,Texas
1988-10-01,23.37,USC00362190,-79.8694,40.1636,29.4,19.4,DONORA 1 SW,Strong Hot,2750610,1988,10,1,1988.1,Pennsylvania
2007-08-09,12.9,USC00446955,-80.7842,37.0556,35.0,21.1,PULASKI 2 E,Strong Hot,1447959,2007,8,9,2007.08,Virginia
2007-01-05,29.86,USC00447338,-79.8961,36.9769,20.6,12.8,ROCKY MT,Strong Hot,1482360,2007,1,5,2007.01,Virginia
2012-01-17,26.68,USC00168163,-91.2336,31.9497,25.6,17.2,ST JOSEPH 3 N,Strong Hot,1573163,2012,1,17,2012.01,Louisiana
2003-10-07,21.48,USW00094197,-119.5167,48.4608,27.2,12.2,OMAK AP,Strong Hot,508237,2003,10,7,2003.1,Washington
1986-10-04,17.56,USC00415477,-95.9203,30.9392,34.4,24.4,MADISONVILLE,Strong Hot,3037630,1986,10,4,1986.1,Texas
1995-06-20,19.01,USW00014898,-88.1111,44.4983,35.0,21.1,GREEN BAY,Strong Hot,2264449,1995,6,20,1995.06,Wisconsin
1984-01-03,33.45,USC00210515,-94.5869,48.7094,4.4,-1.7,BAUDETTE,Strong Hot,768173,1984,1,3,1984.01,Minnesota
1987-08-02,14.89,USC00233601,-91.3719,39.7233,37.8,24.4,HANNIBAL WTR WKS,Strong Hot,1777734,1987,8,2,1987.08,Missouri
2012-04-30,19.0,USC00297008,-103.3519,34.1742,32.2,16.1,PORTALES,Strong Hot,1549886,2012,4,30,2012.04,New Mexico
2002-07-11,22.82,USC00048702,-120.6631,40.4167,40.6,23.9,SUSANVILLE 2SW,Strong Hot,343853,2002,7,11,2002.07,California
1986-01-11,36.85,USC00210515,-94.5869,48.7094,8.3,-2.2,BAUDETTE,Strong Hot,3062206,1986,1,11,1986.01,Minnesota
1981-02-20,15.84,USW00014756,-70.0608,41.2531,11.1,4.4,NANTUCKET MEM AP,Strong Hot,281756,1981,2,20,1981.02,Massachusetts
1964-08-02,17.94,USC00214778,-94.5347,45.1278,35.6,24.4,LITCHFIELD,Strong Hot,109463,1964,8,2,1964.08,Minnesota
2004-01-02,28.98,USW00014826,-83.7494,42.9667,13.9,4.4,FLINT BISHOP INTL AP,Strong Hot,957595,2004,1,2,2004.01,Michigan
2011-07-26,10.4,USC00410923,-96.1661,33.6403,40.0,26.7,BONHAM 3NNE,Strong Hot,1849367,2011,7,26,2011.07,Texas
1980-07-10,15.7,USC00235987,-94.3736,37.8394,42.2,26.1,NEVADA WTP,Strong Hot,2497230,1980,7,10,1980.07,Missouri
1985-09-06,23.57,USC00130241,-93.5742,41.7183,35.6,23.3,ANKENY,Strong Hot,2374355,1985,9,6,1985.09,Iowa
1990-04-22,35.12,USC00325993,-101.2964,48.1803,30.6,14.4,MINOT EXP STN,Strong Hot,3082745,1990,4,22,1990.04,North Dakota
2006-11-07,26.52,USC00453883,-118.8786,46.2447,22.2,16.7,ICE HARBOR DAM,Strong Hot,628384,2006,11,7,2006.11,Washington
1985-04-19,26.46,USC00123418,-85.8825,41.5575,28.9,17.2,GOSHEN 3SW,Strong Hot,2423651,1985,4,19,1985.04,Indiana
1981-02-17,36.55,USC00216787,-96.2658,47.8881,8.9,3.3,RED LAKE FALLS,Strong Hot,291366,1981,2,17,1981.02,Minnesota
1998-12-03,29.6,USW00094910,-92.4011,42.5544,16.1,2.2,WATERLOO MUNI AP,Strong Hot,1306102,1998,12,3,1998.12,Iowa
1982-11-01,25.24,USC00335315,-80.8561,40.7692,22.8,12.8,MILLPORT 4 NE,Strong Hot,1270418,1982,11,1,1982.11,Ohio
1986-03-29,29.77,USC00481840,-109.045,44.5147,22.2,12.8,CODY,Strong Hot,3027875,1986,3,29,1986.03,Wyoming
1986-12-16,38.05,USC00417215,-98.5686,29.0283,38.9,23.3,POTEET,Strong Hot,3031785,1986,12,16,1986.12,Texas
1967-08-10,6.21,USC00164700,-92.6642,30.2003,36.7,25.0,JENNINGS,Strong Hot,811461,1967,8,10,1967.08,Louisiana
1982-04-16,17.91,USW00013942,-92.0406,32.5156,32.2,23.3,MONROE RGNL AP,Strong Hot,1243500,1982,4,16,1982.04,Louisiana
1967-03-29,35.0,USC00392429,-101.605,45.0469,27.2,8.3,DUPREE,Strong Hot,837518,1967,3,29,1967.03,South Dakota
1998-12-06,23.62,USC00418728,-95.6567,29.6219,27.8,20.6,SUGAR LAND,Strong Hot,1308183,1998,12,6,1998.12,Texas
1999-11-10,26.72,USC00478267,-87.3356,44.8797,23.3,8.3,STURGEON BAY EXP FARM,Strong Hot,2888902,1999,11,10,1999.11,Wisconsin
1980-12-05,24.27,USC00143855,-101.34,37.1639,23.3,3.3,HUGOTON,Strong Hot,2470539,1980,12,5,1980.12,Kansas
2009-04-28,30.43,USC00196783,-71.1264,42.5242,33.9,12.8,READING,Strong Hot,1971627,2009,4,28,2009.04,Massachusetts
1988-02-28,31.86,USC00325754,-97.2392,46.3911,11.1,0.6,MC LEOD 3 E,Strong Hot,2709794,1988,2,28,1988.02,North Dakota
2000-08-01,15.75,USC00427686,-111.7794,39.9578,39.4,22.8,SANTAQUIN CHLORINATOR,Strong Hot,1146741,2000,8,1,2000.08,Utah
2013-09-06,25.14,USW00024028,-103.5931,41.8706,38.9,19.4,SCOTTSBLUFF HEILIG AP,Strong Hot,975893,2013,9,6,2013.09,Nebraska
1991-02-04,33.88,USC00200089,-88.4811,46.6447,13.3,1.7,ALBERTA FORD FOR CTR,Strong Hot,2501618,1991,2,4,1991.02,Michigan
1982-02-21,28.64,USC00142602,-96.1058,38.8592,23.3,5.0,ESKRIDGE,Strong Hot,1258220,1982,2,21,1982.02,Kansas
1976-04-30,22.08,USC00454486,-121.9614,47.3767,27.2,11.7,LANDSBURG,Strong Hot,555695,1976,4,30,1976.04,Washington
1967-03-30,36.29,USC00130753,-92.4394,40.7597,27.8,16.7,BLOOMFIELD 1 WNW,Strong Hot,784554,1967,3,30,1967.03,Iowa
1995-09-06,14.87,USC00056306,-107.6236,38.8522,33.9,15.6,PAONIA 1 SW,Strong Hot,2233988,1995,9,6,1995.09,Colorado
2013-01-29,34.1,USC00111280,-89.8703,39.2883,18.3,10.6,CARLINVILLE,Strong Hot,1003807,2013,1,29,2013.01,Illinois
2010-08-13,12.12,USC00126580,-86.5519,38.8894,35.6,22.2,OOLITIC PURDUE EX FRM,Strong Hot,2765012,2010,8,13,2010.08,Indiana
1965-09-18,17.5,USC00206680,-82.4194,42.975,32.2,20.6,PORT HURON,Strong Hot,1208345,1965,9,18,1965.09,Michigan
2002-12-15,20.34,USC00456974,-118.7314,48.6469,7.2,2.8,REPUBLIC,Strong Hot,310538,2002,12,15,2002.12,Washington
2001-05-22,19.55,USC00043463,-118.7006,35.7269,33.3,13.9,GLENNVILLE,Strong Hot,1689430,2001,5,22,2001.05,California
